2013,4,264,P,Katz,Melinda,,O,8,,,R0001400,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,46.09,3/29/2013,,,Interest/Dividends,,N,
2013,4,264,P,Katz,Melinda,,O,8,,,R0001658,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,47.15,4/30/2013,,,Interest/Dividends,,N,
2013,4,264,P,Katz,Melinda,,O,9,,,R0001859,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,52.54,5/31/2013,,,Interest/Dividends,,N,
2013,4,264,P,Katz,Melinda,,O,9,,,R0002474,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,52.30,6/28/2013,,,Interest/Dividends,,N,
2013,4,399,P,Brewer,Gale,A,M,10,,,R0003096,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,536404.00,8/5/2013,,,Public Funds Payment,,N,
2013,4,399,P,Brewer,Gale,A,M,11,,,R0003446,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,109543.00,8/15/2013,,,Public Funds Payment,,N,
2013,4,399,P,Brewer,Gale,A,M,12,,,R0003791,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,27645.00,8/28/2013,,,Public Funds Payment,,N,
2013,4,399,P,Brewer,Gale,A,M,12,,,R0004162,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,101218.00,9/6/2013,,,Public Funds Payment,,N,
2013,4,399,P,Brewer,Gale,A,M,13,,,R0004801,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,72641.00,9/26/2013,,,Public Funds Payment,,N,
2013,4,403,UN,Pheffer,Audrey,I,I,1,,,R0003241,E,Committee for Audrey Pheffer,Y,PCOMZ,,,,Far Rockaway,NY,11693,Q,1051.50,11/17/2008,,,Prodeeds Sale / Lease,,N,
2013,4,484,P,Jackson,Robert,,K,10,,,R0006873,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,682672.00,8/5/2013,,,Public Funds Payment,,N,
2013,4,484,P,Jackson,Robert,,K,11,,,R0007127,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,35568.00,8/15/2013,,,Public Funds Payment,,N,
2013,4,484,P,Jackson,Robert,,K,12,,,R0007359,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,8322.00,8/28/2013,,,Public Funds Payment,,N,
2013,4,484,P,Jackson,Robert,,K,12,,,R0007622,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,68738.00,9/6/2013,,,Public Funds Payment,,N,
2013,4,51,P,Avella,Tony,,L,10,,,R0003326,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,274620.00,8/5/2013,,,Public Funds Payment,,N,
2013,4,805,P,Lappin,Jessica,S,J,10,,,R0006163,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,704281.00,8/5/2013,,,Public Funds Payment,,N,
2013,4,805,P,Lappin,Jessica,S,J,11,,,R0006242,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,12568.00,8/15/2013,,,Public Funds Payment,,N,
2013,4,805,P,Lappin,Jessica,S,J,12,,,R0006414,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,3990.00,8/28/2013,,,Public Funds Payment,,N,
2013,4,805,P,Lappin,Jessica,S,J,12,,,R0006509,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,51487.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1009,P,Goodwin,Gwen,,I,9,,,R0000154,E,JPMorgan Chase Bank N.A.,Y,CORP,,,,San Antonio,TX,78265,Z,1.94,6/5/2013,,,Other,Adjustment,N,
2013,5,1068,P,Ulrich,Eric,A,M,12,,,R0000480,E,NY Disability Withholding,Y,OTHR,,,,,,,,1.20,8/23/2013,,,Other,NY Disability Tax,N,
2013,5,1068,P,Ulrich,Eric,A,M,12,,,R0000487,E,NY Disability Withholding,Y,OTHR,,,,,,,,1.20,9/4/2013,,,Other,NY Disability Tax,N,
2013,5,1068,P,Ulrich,Eric,A,M,13,,,R0000510,E,NY Disability Withholding,Y,OTHR,,,,,,,,1.20,9/19/2013,,,Other,NY Disability Tax,N,
2013,5,1068,P,Ulrich,Eric,A,M,13,,,R0000524,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,86218.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1078,P,Ignizio,Vincent,M,L,13,,,R0001283,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,21945.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1078,P,Ignizio,Vincent,M,L,14,,,R0001294,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,65835.00,10/10/2013,,,Public Funds Payment,,N,
2013,5,1086,P,Eugene,Mathieu,,L,10,,,R0001111,E,T-Mobile,Y,OTHR,,,,,,,,384.72,6/25/2013,,,Other,Phone,N,
2013,5,1093,P,Dobrin,Todd,A,H,10,,,R0001668,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87780.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1093,P,Dobrin,Todd,A,H,12,,,R0001864,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,4620.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1093,P,Dobrin,Todd,A,H,1,,,R0001038,E,Paypal,Y,CORP,,,,,,,,0.08,3/8/2010,,,Other,Return from paypal,N,
2013,5,1152,P,Matteo,Steven,,H,10,,,R0001262,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87780.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1152,P,Matteo,Steven,,H,12,,,R0001495,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,4620.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1152,P,Matteo,Steven,,H,13,,,R0001573,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87780.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1163,P,Lisyanskiy,John,,H,11,,,R0001381,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87780.00,8/15/2013,,,Public Funds Payment,,N,
2013,5,1163,P,Lisyanskiy,John,,H,12,,,R0001435,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,4620.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1163,P,Lisyanskiy,John,,H,1,,,R0000104,E,TD BANK,Y,CORP,,,,Brooklyn,NY,11235,K,25.00,11/21/2007,,,Other,ACCOUNT OPEN,N,
2013,5,1164,P,Lander,Brad,S,J,11,,,R0002716,E,Margaret Chin 2013,Y,PCOMC,,,,New York,NY,10002,M,163.00,8/8/2013,,,Other,reimbursement,N,
2013,5,1176,P,Vallone,Paul,A,I,10,,,R0000918,E,Quontic Bank,Y,CORP,,,,Great Neck,NY,11021,Z,0.86,7/31/2013,,,Interest/Dividends,Monthly Interest,N,
2013,5,1176,P,Vallone,Paul,A,I,10,,,R0000933,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,87780.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1176,P,Vallone,Paul,A,I,12,,,R0001025,E,Quontic Bank,Y,CORP,,,,Great Neck,NY,11021,Z,0.58,8/31/2013,,,Interest/Dividends,Savings Account,N,
2013,5,1176,P,Vallone,Paul,A,I,12,,,R0001048,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,4620.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1176,P,Vallone,Paul,A,I,13,,,R0001176,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,38532.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1176,P,Vallone,Paul,A,I,9,,,R0000858,E,Quontic Bank,Y,CORP,,,,Great Neck,NY,11021,Z,0.34,6/30/2013,,,Interest/Dividends,Interest for June,N,
2013,5,1178,P,Greenfield,David,G,J,10,,,R0001707,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,21945.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1178,P,Greenfield,David,G,J,12,,,R0001803,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,1155.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1178,P,Greenfield,David,G,J,13,,,R0001862,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,21945.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1178,P,Greenfield,David,G,J,6,,,R0001276,E,Simcha NY,Y,PCOMC,,,,Brooklyn,NY,11230,K,764.53,9/28/2012,,,Other,reimbursement,N,
2013,5,1178,P,Greenfield,David,G,J,6,,,R0001277,E,Simcha NY,Y,PCOMC,,,,Brooklyn,NY,11230,K,110.82,9/28/2012,,,Other,reimbursement,N,
2013,5,1178,P,Greenfield,David,G,J,6,,,R0001278,E,Simcha NY,Y,PCOMC,,,,Brooklyn,NY,11230,K,110.83,10/26/2012,,,Other,reimbursement,N,
2013,5,1185,P,King,Andrew,L,J,11,,,R0000492,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,21945.00,8/15/2013,,,Public Funds Payment,,N,
2013,5,1185,P,King,Andrew,L,J,13,,,R0000680,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,15994.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1188,P,Constantinides,Costa,G,I,10,,,R0002476,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87780.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1188,P,Constantinides,Costa,G,I,12,,,R0002604,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,4620.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1188,P,Constantinides,Costa,G,I,13,,,R0002723,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87780.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1190,P,Richards,Donovan,J,J,12,,,R0000426,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,23100.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1190,P,Richards,Donovan,J,J,13,,,R0000601,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,15458.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1204,P,Levin,Stephen,T,J,11,,,R0001498,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87780.00,8/15/2013,,,Public Funds Payment,,N,
2013,5,1204,P,Levin,Stephen,T,J,12,,,R0001710,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,4620.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1208,P,Batista,Raquel,E,I,12,,,R0001129,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,84588.00,8/28/2013,,,Public Funds Payment,,N,
2013,5,1208,P,Batista,Raquel,E,I,12,,,R0001216,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,5352.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1209,P,Waterman,Robert,M,H,10,,,R0001708,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87780.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1209,P,Waterman,Robert,M,H,12,,,R0001782,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,4620.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1227,P,Williams,Jumaane,D,J,11,,,R0002147,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,21945.00,8/15/2013,,,Public Funds Payment,,N,
2013,5,1227,P,Williams,Jumaane,D,J,12,,,R0002296,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,1155.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1227,P,Williams,Jumaane,D,J,13,,,R0002557,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,21779.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,10,,,R0003302,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87780.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,10,,,R0003359,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,46.51,7/31/2013,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,11,,,R0003381,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,105.00,8/8/2013,,,Other,bank fees reversed,N,
2013,5,1233,P,Rosenthal,Helen,K,H,12,,,R0003397,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,4620.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000133,E,Citibank,Y,CORP,,,,New York,NY,10024,M,3.28,8/13/2008,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000135,E,Citibank,Y,CORP,,,,New York,NY,10024,M,8.55,9/12/2008,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000137,E,Citibank,Y,CORP,,,,New York,NY,10024,M,19.28,10/14/2008,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000176,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,35.27,11/14/2008,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000186,E,"CitiBank, NA",Y,CORP,,,,New York,NY,10024,M,35.11,12/11/2008,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000212,E,CitiBank,Y,CORP,,,,New York,NY,10024,M,35.88,1/14/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000214,E,Citibank,Y,CORP,,,,New York,NY,10024,M,20.23,2/12/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000232,E,"Citibank, N.A",Y,CORP,,,,New York,NY,10024,M,18.52,3/12/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000237,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,21.17,4/13/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000241,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,19.86,5/13/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000243,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,19.20,6/11/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000250,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,21.21,7/13/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000251,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,20.54,8/13/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000252,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,21.22,9/14/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000253,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,19.90,10/14/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000254,E,Citibank,Y,CORP,,,,New York,NY,10024,M,19.91,11/13/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000255,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,18.59,12/11/2009,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000265,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,18.60,2/11/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000266,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,18.61,3/11/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000267,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,21.94,4/13/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000268,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,19.96,5/13/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000269,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,19.30,6/11/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,1,,,R0000271,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,22.58,1/14/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,2,,,R0000273,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,19.31,8/12/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,2,,,R0000274,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,20.06,9/14/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,2,,,R0000275,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,16.86,10/14/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,2,,,R0000276,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,15.47,11/12/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,2,,,R0000277,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,16.54,12/13/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,2,,,R0000279,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,21.97,7/14/2010,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,3,,,R0000285,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,12.15,2/11/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,3,,,R0000286,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,11.22,3/11/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,3,,,R0000288,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,13.22,4/13/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,3,,,R0000289,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,11.62,5/12/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,3,,,R0000290,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,12.83,6/13/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,4,,,R0000502,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,25.00,11/14/2011,,,Other,New account bonus,N,
2013,5,1233,P,Rosenthal,Helen,K,H,4,,,R0000503,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,24.81,11/30/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,4,,,R0000504,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,24.00,1/4/2012,,,Other,Bank fee reimbursed,N,
2013,5,1233,P,Rosenthal,Helen,K,H,4,,,R0000532,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,49.24,12/30/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,4,,,R0000542,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,12.43,7/14/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,4,,,R0000543,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,13.51,9/14/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,4,,,R0000544,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,10.03,10/14/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,4,,,R0000545,E,Citi Bank,Y,CORP,,,,New York,NY,10024,M,10.24,11/14/2011,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,5,,,R0001709,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,14.80,1/31/2012,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,5,,,R0001711,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,12.26,2/29/2012,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,5,,,R0001712,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,19.19,3/30/2012,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,5,,,R0001714,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,75.45,4/30/2012,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,5,,,R0001715,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,23.14,5/31/2012,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,5,,,R0001716,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,64.88,6/29/2012,,,Interest/Dividends,,N,
2013,5,1233,P,Rosenthal,Helen,K,H,6,,,R0002404,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,54.64,7/31/2012,,,Interest/Dividends,Interest,N,
2013,5,1233,P,Rosenthal,Helen,K,H,6,,,R0002405,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,30.42,9/28/2012,,,Interest/Dividends,Interest,N,
2013,5,1233,P,Rosenthal,Helen,K,H,6,,,R0002406,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,28.82,10/31/2012,,,Interest/Dividends,Interest,N,
2013,5,1233,P,Rosenthal,Helen,K,H,6,,,R0002407,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,57.25,11/30/2012,,,Interest/Dividends,Interest,N,
2013,5,1233,P,Rosenthal,Helen,K,H,6,,,R0002408,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,56.15,12/31/2012,,,Interest/Dividends,Interest,N,
2013,5,1233,P,Rosenthal,Helen,K,H,6,,,R0002673,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,70.00,1/4/2013,,,Other,reverse bank charge,N,
2013,5,1233,P,Rosenthal,Helen,K,H,7,,,R0002921,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,53.44,1/31/2013,,,Interest/Dividends,Bank interest,N,
2013,5,1233,P,Rosenthal,Helen,K,H,7,,,R0002922,E,TD Bank,Y,CORP,,,,New York,NY,10024,M,49.77,1/31/2013,,,Interest/Dividends,Bank interest,N,
2013,5,1238,P,Duncan,Michael,R,J,11,,,R0000455,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,46797.00,8/15/2013,,,Public Funds Payment,,N,
2013,5,1238,P,Duncan,Michael,R,J,12,,,R0000621,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,8313.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1240,P,Kurland,Yetta,,I,10,,,R0002777,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,87495.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1240,P,Kurland,Yetta,,I,12,,,R0002964,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,4605.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1255,P,Rahman,Mujib,U,I,10,,,R0001029,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,61987.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1255,P,Rahman,Mujib,U,I,11,,,R0001049,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,20303.00,8/15/2013,,,Public Funds Payment,,N,
2013,5,1255,P,Rahman,Mujib,U,I,12,,,R0001126,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,741.00,8/28/2013,,,Public Funds Payment,,N,
2013,5,1256,P,Cabrera,Fernando,,J,13,,,R0000772,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,21945.00,9/26/2013,,,Public Funds Payment,,N,
2013,5,1267,P,"Cornegy, Jr.",Robert,E,I,10,,,R0001725,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,87780.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1267,P,"Cornegy, Jr.",Robert,E,I,12,,,R0002037,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,4620.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1271,P,Sierra,Carlos,M,I,11,,,R0001199,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,83967.00,8/15/2013,,,Public Funds Payment,,N,
2013,5,1271,P,Sierra,Carlos,M,I,12,,,R0001405,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,4914.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1279,P,Johnson,Daryl,L,I,10,,,R0000561,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,33214.00,8/5/2013,,,Public Funds Payment,,N,
2013,5,1279,P,Johnson,Daryl,L,I,11,,,R0000690,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,142.00,8/15/2013,,,Public Funds Payment,,N,
2013,5,1279,P,Johnson,Daryl,L,I,12,,,R0000775,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,1756.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1279,P,Johnson,Daryl,L,I,12,,,R0000877,E,KALL8 CORPORATION,Y,CORP,,,,SEATTLE,WA,98119,Z,4.88,9/12/2013,,,Other,ACCOUNT REFUND,N,
2013,5,1282,P,Vanel,Clyde,,I,11,,,R0000869,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,37004.00,8/15/2013,,,Public Funds Payment,,N,
2013,5,1282,P,Vanel,Clyde,,I,12,,,R0000924,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,2143.00,8/28/2013,,,Public Funds Payment,,N,
2013,5,1282,P,Vanel,Clyde,,I,12,,,R0000969,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,9273.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1290,P,Rivera,Joel,R,I,12,,,R0001361,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,59579.00,8/28/2013,,,Public Funds Payment,,N,
2013,5,1290,P,Rivera,Joel,R,I,12,,,R0001410,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,2946.00,9/6/2013,,,Public Funds Payment,,N,
2013,5,1290,P,Rivera,Joel,R,I,13,,,R0001640,E,Letitia James 2013,Y,PCOMC,,,,Brooklyn,NY,11201,K,225.00,9/27/2013,,,Other,Joint Expenditure,N,
